TRUE,Matthew,13,52,scribe,scribe.txt," scribe, expert in the Jewish law ","Then Jesus said to them, ""Therefore every scribe who has become a disciple to the kingdom of heaven is like a man who is the owner of a house, who withdraws old and new things from his treasure."""
TRUE,Matthew,3,16,Spirit of God,holyspirit.txt," Holy Spirit, Spirit of God, Spirit of the Lord ","After he was baptized, Jesus came up immediately from the water, and behold, the heavens were opened to him. He saw the Spirit of God coming down like a dove and alighting on him."
